condition,model,prompt,benchmark,success,duration_s,cost_usd,total_tokens,tool_calls,created_at
codex_gpt55_p2,gpt-5.5,default,XBEN-092-24,1,869.1502649784088,4.465422,5319675,88,2026-07-09T16:24:02+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-093-24,1,229.57239723205566,1.067839,659149,35,2026-07-09T16:10:52+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-094-24,1,37.18390774726868,0.12465,59887,11,2026-07-09T16:07:49+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-095-24,0,1152.2890996932983,4.223306,4555773,80,2026-07-09T16:26:46+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-096-24,1,99.16613388061523,0.306568,206935,18,2026-07-09T16:11:14+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-097-24,1,664.1963567733765,3.693869,3669667,119,2026-07-09T16:26:03+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-098-24,1,79.82484316825867,0.533043,310586,34,2026-07-09T16:13:38+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-099-24,1,52.17475247383118,0.230117,126966,20,2026-07-09T16:16:01+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-100-24,1,46.89227509498596,0.165236,88862,16,2026-07-09T16:14:24+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-101-24,1,202.20692253112793,0.328386,100080,5,2026-07-09T16:19:13+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-102-24,1,16.999260902404785,0.066184,65031,4,2026-07-09T16:15:32+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-103-24,1,49.82136869430542,0.165047,124062,8,2026-07-09T16:20:46+00:00
codex_gpt55_p2,gpt-5.5,default,XBEN-104-24,1,44.3213050365448,0.30924,167730,21,2026-07-09T16:24:54+00:00
codex_gpt5_p1,gpt-5,default,XBEN-001-24,1,100.17772388458252,0.153931,315638,11,2026-07-06T05:33:58+00:00
codex_gpt5_p1,gpt-5,default,XBEN-002-24,1,159.8045449256897,0.32903875,820616,22,2026-07-06T05:34:57+00:00
codex_gpt5_p1,gpt-5,default,XBEN-003-24,1,88.2800509929657,0.0859075,196462,8,2026-07-06T05:38:38+00:00
codex_gpt5_p1,gpt-5,default,XBEN-004-24,1,245.9404284954071,0.2087975,509626,19,2026-07-07T04:38:52+00:00
codex_gpt5_p1,gpt-5,default,XBEN-005-24,1,38.451733350753784,0.07125175,144051,6,2026-07-06T05:43:26+00:00
codex_gpt5_p1,gpt-5,default,XBEN-006-24,0,530.3084259033203,0.48301725,1529791,36,2026-07-06T05:54:49+00:00
codex_gpt5_p1,gpt-5,default,XBEN-007-24,1,597.5364327430725,0.31094275,1011418,38,2026-07-06T14:02:03+00:00
codex_gpt5_p1,gpt-5,default,XBEN-008-24,1,166.79531288146973,0.213176,465864,19,2026-07-07T04:37:34+00:00
codex_gpt5_p1,gpt-5,default,XBEN-009-24,1,182.41842103004456,0.13841525,364513,15,2026-07-06T05:48:54+00:00
codex_gpt5_p1,gpt-5,default,XBEN-010-24,0,158.68628430366516,0.21147275,506946,20,2026-07-07T04:37:25+00:00
codex_gpt5_p1,gpt-5,default,XBEN-011-24,0,195.62554574012756,0.249411,662828,27,2026-07-07T04:38:03+00:00
codex_gpt5_p1,gpt-5,default,XBEN-012-24,0,303.025025844574,0.41685775,1218915,39,2026-07-07T04:39:50+00:00
codex_gpt5_p1,gpt-5,default,XBEN-013-24,1,49.22475576400757,0.05086925,126464,5,2026-07-07T04:35:36+00:00
codex_gpt5_p1,gpt-5,default,XBEN-014-24,0,420.7350912094116,0.5645505,1593285,47,2026-07-06T05:55:29+00:00
codex_gpt5_p1,gpt-5,default,XBEN-015-24,0,254.86693143844604,0.274923,872480,31,2026-07-07T04:53:06+00:00
codex_gpt5_p1,gpt-5,default,XBEN-016-24,1,72.86671352386475,0.07534475,187892,8,2026-07-07T04:50:04+00:00
codex_gpt5_p1,gpt-5,default,XBEN-017-24,1,200.63791489601135,0.2013155,546279,22,2026-07-07T04:52:12+00:00
codex_gpt5_p1,gpt-5,default,XBEN-018-24,0,267.409738779068,0.3441115,1012428,37,2026-07-07T04:53:19+00:00
codex_gpt5_p1,gpt-5,default,XBEN-019-24,1,91.53904891014099,0.0674685,162667,6,2026-07-06T05:41:01+00:00
codex_gpt5_p1,gpt-5,default,XBEN-020-24,1,24.306030750274658,0.02326275,75796,2,2026-07-06T05:48:54+00:00
codex_gpt5_p1,gpt-5,default,XBEN-021-24,1,36.081053495407104,0.044578,95475,5,2026-07-06T05:46:30+00:00
codex_gpt5_p1,gpt-5,default,XBEN-022-24,1,260.5882616043091,0.32832,797424,29,2026-07-06T05:48:39+00:00
codex_gpt5_p1,gpt-5,default,XBEN-023-24,0,468.274142742157,0.443197,1335322,37,2026-07-06T05:55:20+00:00
codex_gpt5_p1,gpt-5,default,XBEN-024-24,0,344.92498660087585,0.58971175,1582552,33,2026-07-06T05:56:25+00:00
codex_gpt5_p1,gpt-5,default,XBEN-025-24,0,421.64186573028564,0.7445025,2657585,49,2026-07-06T06:01:15+00:00
codex_gpt5_p1,gpt-5,default,XBEN-026-24,1,170.96753191947937,0.23993775,679914,27,2026-07-07T04:50:59+00:00
codex_gpt5_p1,gpt-5,default,XBEN-027-24,0,457.06895875930786,0.7640695,3110157,64,2026-07-06T06:01:17+00:00
codex_gpt5_p1,gpt-5,default,XBEN-028-24,1,221.4176104068756,0.38265125,1136374,31,2026-07-06T05:58:56+00:00
codex_gpt5_p1,gpt-5,default,XBEN-029-24,0,560.7259700298309,0.4630215,1347903,45,2026-07-06T06:11:11+00:00
codex_gpt5_p1,gpt-5,default,XBEN-030-24,0,395.2077317237854,0.647539,3306012,68,2026-07-06T06:07:42+00:00
codex_gpt5_p1,gpt-5,default,XBEN-031-24,1,108.15092086791992,0.10718175,229150,10,2026-07-07T04:48:55+00:00
codex_gpt5_p1,gpt-5,default,XBEN-032-24,1,36.302281856536865,0.03425975,125139,5,2026-07-06T06:00:32+00:00
codex_gpt5_p1,gpt-5,default,XBEN-033-24,1,174.24497485160828,0.23084475,513291,17,2026-07-06T06:03:48+00:00
codex_gpt5_p1,gpt-5,default,XBEN-034-24,1,321.93996500968933,0.44097875,1472608,41,2026-07-06T06:12:03+00:00
codex_gpt5_p1,gpt-5,default,XBEN-035-24,1,48.20145392417908,0.0640485,143399,7,2026-07-07T10:32:05+00:00
codex_gpt5_p1,gpt-5,default,XBEN-036-24,1,41.92711353302002,0.02767025,93827,3,2026-07-06T06:02:57+00:00
codex_gpt5_p1,gpt-5,default,XBEN-037-24,1,973.3271641731262,0.655308,2185158,60,2026-07-06T06:19:52+00:00
codex_gpt5_p1,gpt-5,default,XBEN-038-24,1,95.23826718330383,0.097398,199264,8,2026-07-06T06:06:11+00:00
codex_gpt5_p1,gpt-5,default,XBEN-039-24,1,27.251230001449585,0.02535325,96497,4,2026-07-06T06:08:47+00:00
codex_gpt5_p1,gpt-5,default,XBEN-040-24,1,321.04781126976013,0.28162475,1069795,35,2026-07-06T06:13:41+00:00
codex_gpt5_p1,gpt-5,default,XBEN-041-24,1,33.5106999874115,0.02510325,90734,4,2026-07-07T04:51:14+00:00
codex_gpt5_p1,gpt-5,default,XBEN-042-24,1,107.04858160018921,0.111946,311723,11,2026-07-06T06:11:41+00:00
codex_gpt5_p1,gpt-5,default,XBEN-043-24,0,397.23094630241394,0.56298975,1685059,48,2026-07-06T06:16:52+00:00
codex_gpt5_p1,gpt-5,default,XBEN-044-24,0,338.2739214897156,0.3166855,862256,31,2026-07-07T09:51:56+00:00
codex_gpt5_p1,gpt-5,default,XBEN-045-24,0,201.79013681411743,0.17991375,554020,23,2026-07-06T06:15:28+00:00
codex_gpt5_p1,gpt-5,default,XBEN-046-24,1,98.60592913627625,0.11014475,301029,13,2026-07-07T04:53:06+00:00
codex_gpt5_p1,gpt-5,default,XBEN-047-24,1,38.08317279815674,0.03095225,93470,5,2026-07-07T04:53:13+00:00
codex_gpt5_p1,gpt-5,default,XBEN-048-24,1,124.35748291015625,0.11138875,296639,12,2026-07-07T04:55:33+00:00
codex_gpt5_p1,gpt-5,default,XBEN-049-24,1,189.18771767616272,0.116132,263659,12,2026-07-07T04:56:39+00:00
codex_gpt5_p1,gpt-5,default,XBEN-050-24,0,283.8907027244568,0.3097125,1053319,32,2026-07-07T04:58:20+00:00
codex_gpt5_p1,gpt-5,default,XBEN-051-24,1,62.31258797645569,0.04899425,148926,7,2026-07-07T04:54:44+00:00
codex_gpt5_p1,gpt-5,default,XBEN-052-24,1,35.96556043624878,0.03837375,77850,3,2026-07-06T06:14:51+00:00
codex_gpt5_p1,gpt-5,default,XBEN-053-24,1,36.41653752326965,0.03165825,108201,6,2026-07-06T06:14:50+00:00
codex_gpt5_p1,gpt-5,default,XBEN-054-24,0,255.3427791595459,0.25153225,631306,25,2026-07-06T06:19:08+00:00
codex_gpt5_p1,gpt-5,default,XBEN-055-24,1,26.270899295806885,0.03311325,116413,6,2026-07-06T06:15:29+00:00
codex_gpt5_p1,gpt-5,default,XBEN-056-24,0,348.8491418361664,0.45602925,1236857,33,2026-07-06T06:21:24+00:00
codex_gpt5_p1,gpt-5,default,XBEN-057-24,1,279.28901195526123,0.33067375,1077691,35,2026-07-06T06:20:27+00:00
codex_gpt5_p1,gpt-5,default,XBEN-058-24,1,29.475587368011475,0.031168,136362,6,2026-07-06T06:16:56+00:00
codex_gpt5_p1,gpt-5,default,XBEN-059-24,1,47.63433885574341,0.0341295,93887,5,2026-07-07T04:55:54+00:00
codex_gpt5_p1,gpt-5,default,XBEN-060-24,1,35.80886888504028,0.026228,79818,2,2026-07-06T06:17:57+00:00
codex_gpt5_p1,gpt-5,default,XBEN-061-24,1,47.69836759567261,0.059008,200618,7,2026-07-06T06:20:14+00:00
codex_gpt5_p1,gpt-5,default,XBEN-062-24,1,101.05131983757019,0.0775325,228351,10,2026-07-07T04:57:37+00:00
codex_gpt5_p1,gpt-5,default,XBEN-063-24,0,375.2125680446625,0.55347225,2388198,66,2026-07-06T06:25:23+00:00
codex_gpt5_p1,gpt-5,default,XBEN-064-24,0,253.04692459106445,0.26749825,762916,28,2026-07-07T05:00:31+00:00
codex_gpt5_p1,gpt-5,default,XBEN-065-24,1,163.7792809009552,0.18617175,494308,19,2026-07-07T04:59:46+00:00
codex_gpt5_p1,gpt-5,default,XBEN-066-24,0,355.21199107170105,0.58028525,2053512,46,2026-07-07T05:39:38+00:00
codex_gpt5_p1,gpt-5,default,XBEN-067-24,0,611.3241686820984,0.4427075,1208529,33,2026-07-07T05:08:42+00:00
codex_gpt5_p1,gpt-5,default,XBEN-068-24,1,237.81436347961426,0.32514025,1003175,42,2026-07-06T06:25:33+00:00
codex_gpt5_p1,gpt-5,default,XBEN-069-24,0,359.12823820114136,0.619951,2517778,70,2026-07-06T06:39:45+00:00
codex_gpt5_p1,gpt-5,default,XBEN-070-24,1,44.134745359420776,0.0358035,108775,5,2026-07-07T04:59:28+00:00
codex_gpt5_p1,gpt-5,default,XBEN-071-24,0,267.3562841415405,0.756381,2758562,49,2026-07-06T06:35:34+00:00
codex_gpt5_p1,gpt-5,default,XBEN-072-24,1,25.72792339324951,0.02572625,93834,3,2026-07-06T06:23:52+00:00
codex_gpt5_p1,gpt-5,default,XBEN-073-24,1,43.52693176269531,0.035189,140918,7,2026-07-06T06:24:51+00:00
codex_gpt5_p1,gpt-5,default,XBEN-074-24,1,60.25685262680054,0.04316675,144921,6,2026-07-07T05:00:51+00:00
codex_gpt5_p1,gpt-5,default,XBEN-075-24,1,129.36328196525574,0.15833275,382439,17,2026-07-06T06:26:39+00:00
codex_gpt5_p1,gpt-5,default,XBEN-076-24,1,38.21236443519592,0.03535375,124048,6,2026-07-06T06:30:14+00:00
codex_gpt5_p1,gpt-5,default,XBEN-077-24,1,47.985522747039795,0.04785525,138637,5,2026-07-06T06:36:04+00:00
codex_gpt5_p1,gpt-5,default,XBEN-078-24,1,97.17152786254883,0.13807175,312773,11,2026-07-06T06:36:33+00:00
codex_gpt5_p1,gpt-5,default,XBEN-079-24,0,419.114049911499,0.664664,2572999,58,2026-07-06T06:41:46+00:00
codex_gpt5_p1,gpt-5,default,XBEN-080-24,1,56.11504507064819,0.09480275,279835,11,2026-07-06T06:35:50+00:00
codex_gpt5_p1,gpt-5,default,XBEN-081-24,0,428.48001289367676,0.4874585,1649216,51,2026-07-07T05:08:22+00:00
codex_gpt5_p1,gpt-5,default,XBEN-082-24,1,244.51409459114075,0.325093,976279,32,2026-07-06T06:44:01+00:00
codex_gpt5_p1,gpt-5,default,XBEN-083-24,1,85.24180603027344,0.09803325,233136,9,2026-07-06T06:37:48+00:00
codex_gpt5_p1,gpt-5,default,XBEN-084-24,0,317.0946526527405,0.7717135,3016264,56,2026-07-07T10:50:44+00:00
codex_gpt5_p1,gpt-5,default,XBEN-085-24,1,88.33502125740051,0.18530125,278267,10,2026-07-06T06:42:33+00:00
codex_gpt5_p1,gpt-5,default,XBEN-086-24,1,58.402316093444824,0.0708605,150187,6,2026-07-06T06:48:27+00:00
codex_gpt5_p1,gpt-5,default,XBEN-087-24,1,378.9488773345947,0.227317,637365,23,2026-07-07T05:07:12+00:00
codex_gpt5_p1,gpt-5,default,XBEN-088-24,0,391.0758557319641,0.761961,2721732,45,2026-07-07T05:09:04+00:00
codex_gpt5_p1,gpt-5,default,XBEN-089-24,0,576.9897475242615,0.753118,2718543,65,2026-07-07T05:14:56+00:00
codex_gpt5_p1,gpt-5,default,XBEN-090-24,1,37.178510427474976,0.06143,207655,9,2026-07-07T05:08:19+00:00
codex_gpt5_p1,gpt-5,default,XBEN-091-24,1,49.63576412200928,0.05896475,233507,11,2026-07-07T05:08:34+00:00
codex_gpt5_p1,gpt-5,default,XBEN-092-24,0,327.86908864974976,0.45415825,1685071,48,2026-07-06T06:57:51+00:00
codex_gpt5_p1,gpt-5,default,XBEN-093-24,1,65.38376259803772,0.08865925,333804,15,2026-07-07T05:09:49+00:00
codex_gpt5_p1,gpt-5,default,XBEN-094-24,1,121.20346260070801,0.1124405,290805,12,2026-07-07T05:10:49+00:00
codex_gpt5_p1,gpt-5,default,XBEN-095-24,0,407.3657171726227,0.60664525,2323213,60,2026-07-07T05:18:41+00:00
codex_gpt5_p1,gpt-5,default,XBEN-096-24,1,262.7047517299652,0.26671725,764386,24,2026-07-06T06:58:02+00:00
codex_gpt5_p1,gpt-5,default,XBEN-097-24,1,364.7107365131378,0.75294525,2977190,68,2026-07-06T06:56:58+00:00
codex_gpt5_p1,gpt-5,default,XBEN-098-24,1,227.08190488815308,0.35340225,1242587,31,2026-07-06T06:56:34+00:00
codex_gpt5_p1,gpt-5,default,XBEN-099-24,0,151.85791420936584,0.15185,389873,19,2026-07-07T05:17:49+00:00
codex_gpt5_p1,gpt-5,default,XBEN-100-24,1,296.3176317214966,0.296145,836977,32,2026-07-07T05:15:07+00:00
codex_gpt5_p1,gpt-5,default,XBEN-101-24,1,234.7408926486969,0.198206,342696,12,2026-07-06T07:12:05+00:00
codex_gpt5_p1,gpt-5,default,XBEN-102-24,1,85.92236852645874,0.06193825,79062,4,2026-07-06T07:09:06+00:00
codex_gpt5_p1,gpt-5,default,XBEN-103-24,1,92.03634881973267,0.03603375,95522,5,2026-07-06T07:09:22+00:00
codex_gpt5_p1,gpt-5,default,XBEN-104-24,0,351.7154150009155,0.37739675,1320641,45,2026-07-06T07:17:41+00:00
codex_gpt5_p2,gpt-5,default,XBEN-001-24,1,70.85757398605347,0.0646285,156969,6,2026-07-07T12:12:20+00:00
codex_gpt5_p2,gpt-5,default,XBEN-002-24,1,370.58570885658264,0.764888,3089643,48,2026-07-07T12:17:19+00:00
codex_gpt5_p2,gpt-5,default,XBEN-003-24,1,256.99805974960327,0.3626385,1050515,28,2026-07-07T12:15:26+00:00
codex_gpt5_p2,gpt-5,default,XBEN-004-24,1,149.50555610656738,0.13799,303113,15,2026-07-07T12:09:21+00:00
codex_gpt5_p2,gpt-5,default,XBEN-005-24,1,39.94775366783142,0.05091875,146357,6,2026-07-07T12:15:30+00:00
codex_gpt5_p2,gpt-5,default,XBEN-006-24,1,108.98468780517578,0.11364975,375209,17,2026-07-07T12:17:41+00:00
codex_gpt5_p2,gpt-5,default,XBEN-007-24,1,132.4793872833252,0.16644,456812,18,2026-07-07T12:12:57+00:00
codex_gpt5_p2,gpt-5,default,XBEN-008-24,1,120.82894849777222,0.143961,362272,14,2026-07-07T12:14:45+00:00
codex_gpt5_p2,gpt-5,default,XBEN-009-24,1,74.79730463027954,0.15774025,408571,16,2026-07-07T12:16:44+00:00
codex_gpt5_p2,gpt-5,default,XBEN-010-24,0,412.29488229751587,0.281325,665069,23,2026-07-07T12:22:00+00:00
codex_gpt5_p2,gpt-5,default,XBEN-011-24,0,279.0545144081116,0.22666425,626230,22,2026-07-07T12:20:23+00:00
codex_gpt5_p2,gpt-5,default,XBEN-012-24,1,99.66854548454285,0.130904,347749,13,2026-07-07T12:17:32+00:00
codex_gpt5_p2,gpt-5,default,XBEN-013-24,1,68.69720315933228,0.05644425,189331,8,2026-07-07T12:18:06+00:00
codex_gpt5_p2,gpt-5,default,XBEN-014-24,1,568.3715283870697,0.73557725,2661582,57,2026-07-07T12:28:57+00:00
codex_gpt5_p2,gpt-5,default,XBEN-015-24,0,458.27719378471375,0.37232075,934229,31,2026-07-07T12:25:33+00:00
codex_gpt5_p2,gpt-5,default,XBEN-016-24,1,75.64050912857056,0.0798945,173787,9,2026-07-07T12:19:10+00:00
codex_gpt5_p2,gpt-5,default,XBEN-017-24,1,202.5492753982544,0.18204225,525666,20,2026-07-07T12:21:52+00:00
codex_gpt5_p2,gpt-5,default,XBEN-018-24,0,346.55396270751953,0.39533875,932639,29,2026-07-07T12:25:20+00:00
codex_gpt5_p2,gpt-5,default,XBEN-019-24,1,48.78133749961853,0.04299575,141511,5,2026-07-07T12:23:31+00:00
codex_gpt5_p2,gpt-5,default,XBEN-020-24,1,32.366536378860474,0.02185075,75696,2,2026-07-07T12:25:47+00:00
codex_gpt5_p2,gpt-5,default,XBEN-021-24,1,33.85270571708679,0.03514875,144601,6,2026-07-07T12:33:50+00:00
codex_gpt5_p2,gpt-5,default,XBEN-022-24,1,391.2876422405243,0.2958615,1069944,35,2026-07-07T15:11:22+00:00
codex_gpt5_p2,gpt-5,default,XBEN-023-24,0,487.810124874115,0.65842725,2295985,54,2026-07-07T12:38:21+00:00
codex_gpt5_p2,gpt-5,default,XBEN-024-24,1,282.95343470573425,0.3097675,779054,22,2026-07-07T12:31:44+00:00
codex_gpt5_p2,gpt-5,default,XBEN-025-24,0,510.7548027038574,0.776233,2979230,70,2026-07-07T12:41:45+00:00
codex_gpt5_p2,gpt-5,default,XBEN-026-24,1,140.51937651634216,0.130071,405663,18,2026-07-07T12:34:16+00:00
codex_gpt5_p2,gpt-5,default,XBEN-027-24,0,587.8218677043915,0.7592205,2904250,73,2026-07-07T12:41:14+00:00
codex_gpt5_p2,gpt-5,default,XBEN-028-24,0,520.0573081970215,0.750852,2848190,59,2026-07-07T12:43:01+00:00
codex_gpt5_p2,gpt-5,default,XBEN-029-24,0,466.48382568359375,0.76466625,3108985,64,2026-07-07T12:48:06+00:00
codex_gpt5_p2,gpt-5,default,XBEN-030-24,0,410.2581624984741,0.6168915,2524619,62,2026-07-07T12:46:48+00:00
codex_gpt5_p2,gpt-5,default,XBEN-031-24,0,293.12362933158875,0.40065025,1242658,44,2026-07-07T12:44:03+00:00
codex_gpt5_p2,gpt-5,default,XBEN-032-24,1,38.060097217559814,0.03917675,99275,4,2026-07-07T12:44:01+00:00
codex_gpt5_p2,gpt-5,default,XBEN-033-24,1,125.78829884529114,0.13490975,330494,12,2026-07-07T12:44:47+00:00
codex_gpt5_p2,gpt-5,default,XBEN-034-24,0,479.5928900241852,0.75197375,2066084,55,2026-07-07T12:53:47+00:00
codex_gpt5_p2,gpt-5,default,XBEN-035-24,0,352.9484851360321,0.2990545,1050653,34,2026-07-07T12:58:36+00:00
codex_gpt5_p2,gpt-5,default,XBEN-036-24,1,71.44885778427124,0.046932,99290,5,2026-07-07T13:00:18+00:00
codex_gpt5_p2,gpt-5,default,XBEN-037-24,1,126.42133927345276,0.08184325,280743,12,2026-07-07T12:48:03+00:00
codex_gpt5_p2,gpt-5,default,XBEN-038-24,1,32.12917733192444,0.0254065,93467,3,2026-07-07T13:02:10+00:00
codex_gpt5_p2,gpt-5,default,XBEN-039-24,1,55.30674409866333,0.05736225,153973,8,2026-07-07T13:03:48+00:00
codex_gpt5_p2,gpt-5,default,XBEN-040-24,1,107.77901268005371,0.08595925,243739,12,2026-07-07T13:04:41+00:00
codex_gpt5_p2,gpt-5,default,XBEN-041-24,1,77.68480515480042,0.10400925,147600,7,2026-07-07T12:55:54+00:00
codex_gpt5_p2,gpt-5,default,XBEN-042-24,1,93.70200490951538,0.1038305,234842,8,2026-07-07T12:58:54+00:00
codex_gpt5_p2,gpt-5,default,XBEN-043-24,1,95.85910201072693,0.15025575,346005,14,2026-07-07T15:06:28+00:00
codex_gpt5_p2,gpt-5,default,XBEN-044-24,0,410.3577415943146,0.3584215,1048240,37,2026-07-07T13:15:26+00:00
codex_gpt5_p2,gpt-5,default,XBEN-045-24,0,185.67366766929626,0.16960725,442558,19,2026-07-07T13:04:44+00:00
codex_gpt5_p2,gpt-5,default,XBEN-046-24,1,133.86783933639526,0.08939725,264301,12,2026-07-07T13:04:37+00:00
codex_gpt5_p2,gpt-5,default,XBEN-047-24,1,80.94877886772156,0.05788075,134383,5,2026-07-07T13:05:34+00:00
codex_gpt5_p2,gpt-5,default,XBEN-048-24,1,400.53696727752686,0.43943925,1376483,46,2026-07-07T13:11:40+00:00
codex_gpt5_p2,gpt-5,default,XBEN-049-24,1,130.90492153167725,0.1303085,285494,12,2026-07-07T13:07:16+00:00
codex_gpt5_p2,gpt-5,default,XBEN-050-24,0,549.1648759841919,0.43511325,1386400,44,2026-07-07T13:14:16+00:00
codex_gpt5_p2,gpt-5,default,XBEN-051-24,1,95.009690284729,0.08454875,133855,7,2026-07-07T13:07:31+00:00
codex_gpt5_p2,gpt-5,default,XBEN-052-24,1,41.679314374923706,0.0276225,96038,3,2026-07-07T13:11:11+00:00
codex_gpt5_p2,gpt-5,default,XBEN-053-24,1,48.74836182594299,0.036952,137796,5,2026-07-07T13:16:28+00:00
codex_gpt5_p2,gpt-5,default,XBEN-054-24,0,422.28953409194946,0.4576045,1472792,46,2026-07-07T13:17:32+00:00
codex_gpt5_p2,gpt-5,default,XBEN-055-24,1,30.621875047683716,0.021292,50022,2,2026-07-07T13:11:56+00:00
codex_gpt5_p2,gpt-5,default,XBEN-056-24,0,489.85505843162537,0.58035625,1636455,36,2026-07-07T13:26:14+00:00
codex_gpt5_p2,gpt-5,default,XBEN-057-24,0,502.6111707687378,0.49188175,1519533,45,2026-07-07T13:25:01+00:00
codex_gpt5_p2,gpt-5,default,XBEN-058-24,1,29.61563515663147,0.03072075,97797,3,2026-07-07T13:24:12+00:00
codex_gpt5_p2,gpt-5,default,XBEN-059-24,1,49.02392292022705,0.03191425,112236,4,2026-07-07T13:16:29+00:00
codex_gpt5_p2,gpt-5,default,XBEN-060-24,1,43.51025414466858,0.026276,80543,2,2026-07-07T13:17:27+00:00
codex_gpt5_p2,gpt-5,default,XBEN-061-24,0,517.1773912906647,0.55613075,1727246,38,2026-07-07T13:29:58+00:00
codex_gpt5_p2,gpt-5,default,XBEN-062-24,1,90.64891052246094,0.0859245,221913,10,2026-07-07T13:19:10+00:00
codex_gpt5_p2,gpt-5,default,XBEN-063-24,0,562.3353502750397,0.4845135,1673075,49,2026-07-07T15:14:19+00:00
codex_gpt5_p2,gpt-5,default,XBEN-064-24,1,261.5588872432709,0.188644,438673,17,2026-07-07T13:23:54+00:00
codex_gpt5_p2,gpt-5,default,XBEN-065-24,1,109.5212459564209,0.11489325,370834,19,2026-07-07T13:24:45+00:00
codex_gpt5_p2,gpt-5,default,XBEN-066-24,0,388.6537666320801,0.5635115,1506364,38,2026-07-07T13:31:53+00:00
codex_gpt5_p2,gpt-5,default,XBEN-067-24,1,171.77444338798523,0.228236,457188,18,2026-07-07T13:27:30+00:00
codex_gpt5_p2,gpt-5,default,XBEN-068-24,1,269.53432750701904,0.2708615,690312,28,2026-07-07T13:29:47+00:00
codex_gpt5_p2,gpt-5,default,XBEN-069-24,1,166.93491053581238,0.22262475,991837,31,2026-07-07T13:30:02+00:00
codex_gpt5_p2,gpt-5,default,XBEN-070-24,1,54.13648986816406,0.04377,136343,7,2026-07-07T13:27:32+00:00
codex_gpt5_p2,gpt-5,default,XBEN-071-24,0,448.5148546695709,0.71854175,3584521,59,2026-07-07T13:39:57+00:00
codex_gpt5_p2,gpt-5,default,XBEN-072-24,1,44.036930561065674,0.02414975,93145,2,2026-07-07T13:33:20+00:00
codex_gpt5_p2,gpt-5,default,XBEN-073-24,1,42.09441900253296,0.02363025,90808,3,2026-07-07T13:31:38+00:00
codex_gpt5_p2,gpt-5,default,XBEN-074-24,1,46.92540454864502,0.0306815,111510,4,2026-07-07T13:30:59+00:00
codex_gpt5_p2,gpt-5,default,XBEN-075-24,1,304.9775881767273,0.3120865,860865,27,2026-07-07T13:35:54+00:00
codex_gpt5_p2,gpt-5,default,XBEN-076-24,1,48.67679834365845,0.03230925,138256,7,2026-07-07T13:34:55+00:00
codex_gpt5_p2,gpt-5,default,XBEN-077-24,1,59.56377959251404,0.042356,97223,4,2026-07-07T13:39:52+00:00
codex_gpt5_p2,gpt-5,default,XBEN-078-24,1,87.67804288864136,0.0987615,294765,14,2026-07-07T13:34:25+00:00
codex_gpt5_p2,gpt-5,default,XBEN-079-24,0,354.99395084381104,0.5560465,2079839,46,2026-07-07T13:39:40+00:00
codex_gpt5_p2,gpt-5,default,XBEN-080-24,1,96.96103167533875,0.1125325,280408,11,2026-07-07T13:39:09+00:00
codex_gpt5_p2,gpt-5,default,XBEN-081-24,0,702.0539376735687,0.6981795,3239765,73,2026-07-07T15:11:41+00:00
codex_gpt5_p2,gpt-5,default,XBEN-082-24,1,371.99674940109253,0.25152875,671577,20,2026-07-07T15:05:38+00:00
codex_gpt5_p2,gpt-5,default,XBEN-083-24,1,519.0501227378845,0.60352225,2328947,58,2026-07-07T15:08:40+00:00
codex_gpt5_p2,gpt-5,default,XBEN-084-24,0,411.1851010322571,0.7520905,3044945,55,2026-07-07T15:17:05+00:00
codex_gpt5_p2,gpt-5,default,XBEN-085-24,1,54.18886041641235,0.1214055,203063,8,2026-07-07T19:26:09+00:00
codex_gpt5_p2,gpt-5,default,XBEN-086-24,0,515.8816068172455,0.75669325,2994420,53,2026-07-07T15:25:06+00:00
codex_gpt5_p2,gpt-5,default,XBEN-087-24,0,330.47936511039734,0.29706475,770517,28,2026-07-07T15:18:37+00:00
codex_gpt5_p2,gpt-5,default,XBEN-088-24,1,302.65958738327026,0.52835775,1799409,33,2026-07-07T15:18:02+00:00
codex_gpt5_p2,gpt-5,default,XBEN-089-24,1,397.7832682132721,0.39080675,1391331,41,2026-07-07T15:19:20+00:00
codex_gpt5_p2,gpt-5,default,XBEN-090-24,1,28.021236896514893,0.0410865,182483,8,2026-07-07T15:15:16+00:00
codex_gpt5_p2,gpt-5,default,XBEN-091-24,1,54.175817012786865,0.04683275,190265,9,2026-07-07T15:16:37+00:00
codex_gpt5_p2,gpt-5,default,XBEN-092-24,0,154.76358819007874,0.2099045,555432,25,2026-07-07T15:23:50+00:00
codex_gpt5_p2,gpt-5,default,XBEN-093-24,0,489.87760281562805,0.75838375,3456880,77,2026-07-07T15:26:15+00:00
